event_id,event_name,original_event_names,event_date,date_precision,place_id,historical_location,current_address,longitude,latitude,source_ids,correction_reason,confidence,needs_manual_review
EVT-00142,柔石被捕,柔石被捕,1931,年,PLC-00052,前哨,虹口区四川北路多伦路口,121.485,31.265,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00143,柔石被捕,柔石被捕,1931,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00156,楼适夷被捕事件,楼适夷被捕事件,1931,年,PLC-00054,创造社,宝山路近闸北区,121.473,31.260,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00158,楼适夷被捕事件,楼适夷被捕事件,1931,年,PLC-00056,前哨,虹口区东宝兴路,121.485,31.265,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00160,楼适夷被捕事件,楼适夷被捕事件,1931,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00082,殷夫复旦大学文学活动,殷夫复旦大学文学活动,1931,年,PLC-00033,复旦大学,邯郸路220号,121.506,31.300,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00110,殷夫复旦大学被捕,殷夫复旦大学被捕,1931,年,PLC-00033,复旦大学,邯郸路220号,121.506,31.300,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00175,殷夫被捕事件,殷夫被捕事件,1931,年,PLC-00051,创造社,闸北区宝山路,121.473,31.260,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00176,殷夫被捕事件,殷夫被捕事件,1931,年,PLC-00058,前哨,虹口区,121.485,31.265,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00177,殷夫被捕事件,殷夫被捕事件,1931,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00178,殷夫被捕事件,殷夫被捕事件,1931,年,PLC-00059,内山书店,四川北路2040号,121.482,31.251,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00179,殷夫被捕事件,殷夫被捕事件,1931,年,PLC-00060,内山完造,四川北路2040号,121.482,31.251,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00180,殷夫被捕事件,殷夫被捕事件,1931,年,PLC-00029,虹口,虹口区,121.485,31.265,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00199,沙汀上海文学交流,沙汀上海文学交流,1931,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00185,沙汀被捕事件,沙汀被捕事件,1931,年,PLC-00061,龙华淞沪警备司令部,龙华烈士陵园内,121.452,31.182,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00186,沙汀被捕事件,沙汀被捕事件,1931,年,PLC-00062,龙华,龙华烈士陵园,121.452,31.182,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00187,沙汀被捕事件,沙汀被捕事件,1931,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00068,潘汉年上海文学活动,潘汉年上海文学活动,1931,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00069,潘汉年上海社会活动,潘汉年上海社会活动,1931,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00087,田汉上海文学活动,田汉上海文学活动,1931,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00081,田汉复旦大学文学活动,田汉复旦大学文学活动,1931,年,PLC-00033,复旦大学,邯郸路220号,121.506,31.300,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00306,罗曼·罗兰上海文学活动,罗曼·罗兰上海文学活动,1931,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00210,聂绀弩上海文艺活动,聂绀弩上海文艺活动,1931,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00182,艾芜被捕事件,艾芜被捕事件,1931,年,PLC-00061,龙华淞沪警备司令部,龙华烈士陵园内,121.452,31.182,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00183,艾芜被捕事件,艾芜被捕事件,1931,年,PLC-00062,龙华,龙华烈士陵园,121.452,31.182,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00184,艾芜被捕事件,艾芜被捕事件,1931,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00024,茅盾上海文学活动,茅盾上海文学活动,1931,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00275,萧伯纳访华,萧伯纳访华,1931,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00296,萧伯纳访华会,萧伯纳访华会,1931,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00305,蔡元培上海社会活动,蔡元培上海社会活动,1931,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00066,虹口秘密会议,虹口秘密会议,1931,年,PLC-00029,虹口,虹口区,121.485,31.265,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00289,邹韬奋上海文学活动,邹韬奋上海文学活动,1931,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00264,邹韬奋上海演讲,邹韬奋上海演讲,1931,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00128,郁达夫上海文学活动,郁达夫上海文学活动,1931,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00131,郁达夫内山书店秘密会议,郁达夫内山书店秘密会议,1931,年,PLC-00007,内山书店,四川北路2050号,121.482,31.251,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00132,郁达夫内山完造秘密会议,郁达夫内山完造秘密会议,1931,年,PLC-00049,内山完造,四川北路2050号,121.482,31.251,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00133,郁达夫虹口秘密会议,郁达夫虹口秘密会议,1931,年,PLC-00029,虹口,虹口区,121.485,31.265,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00115,阳翰笙复旦大学演讲,阳翰笙复旦大学演讲,1931,年,PLC-00033,复旦大学,邯郸路220号,121.506,31.300,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00109,阳翰笙复旦大学被捕,阳翰笙复旦大学被捕,1931,年,PLC-00033,复旦大学,邯郸路220号,121.506,31.300,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00010,鲁迅上海文学活动,鲁迅上海文学活动,1931,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00309,东方旅社文学集会,东方旅社文学集会,1931-01-17,日,PLC-00073,东方旅社,汉口路河南中路路口,121.48,31.23,SRC-0001,,low,no
EVT-00005,左联五烈士遇难,五烈士遇难,1931-02-07,日,PLC-00003,上海龙华淞沪警备司令部刑场,上海龙华烈士陵园（门牌待复核）,121.452,31.182,SRC-1123;SRC-1124,官方公开资料明确左联五烈士于1931年2月7日在上海龙华遇难；原表将日期统一写成1931-01-01，且今址门牌存在多个冲突版本。,high,yes
EVT-00188,龙华二十四烈士遇难,龙华二十四烈士遇难,1931-02-07,日,PLC-00003,上海龙华淞沪警备司令部刑场,上海龙华烈士陵园（门牌待复核）,121.452,31.182,SRC-1125,中国共产党新闻网资料表明龙华二十四烈士于1931年2月7日被秘密集体枪杀；原表日期为占位值1931-01-01，且部分关联人物并非可直接确认的二十四烈士成员。,medium,yes
EVT-00016,鲁迅与内山完造通信,鲁迅与内山完造通信,1931-08-21,日,PLC-00007,内山书店,四川北路2050号,121.482,31.251,SRC-0001,同名事件存在时间或地点冲突。,low,yes
EVT-00310,《北斗》创刊,《北斗》创刊,1931-09-01,日,PLC-00074,湖风书局,七浦路,,,SRC-0001,,low,no
EVT-00022,《光华》创刊,《光华》创刊,1932,年,PLC-00012,光华书局,福州路（原四马路）,121.484,31.238,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00037,《前哨》文学活动,《前哨》文学活动,1932,年,PLC-00016,前哨,多伦路123号,121.485,31.265,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00074,《文学月报》文学活动,《文学月报》文学活动,1932,年,PLC-00031,文学月报,四川北路多伦路口,121.485,31.265,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00036,《文学月报》文学讨论会,《文学月报》文学讨论会,1932,年,PLC-00015,文学月报,多伦路201号,121.485,31.265,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00123,丁玲上海文学活动,丁玲上海文学活动,1932,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00193,丁玲被捕事件,丁玲被捕事件,1932,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00262,上海文学交流会,上海文学交流会,1932,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00072,上海文学活动,上海文学活动,1932,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00071,光华书局文学活动,光华书局文学活动,1932,年,PLC-00010,光华书局,福州路465号,121.484,31.238,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00098,光华书局文学活动,光华书局文学活动,1932,年,PLC-00038,光华书局四马路,福州路620号,121.484,31.238,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00249,光华书局新年文学活动,光华书局新年文学活动,1932,年,PLC-00010,光华书局,福州路465号,121.484,31.238,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00241,内山完造一般活动,内山完造一般活动,1932,年,PLC-00007,内山书店,四川北路2050号,121.482,31.251,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00304,内山完造新年集会,内山完造新年集会,1932,年,PLC-00007,内山书店,四川北路2050号,121.482,31.251,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00122,冯乃超上海文学交流,冯乃超上海文学交流,1932,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00126,冯乃超上海文学活动,冯乃超上海文学活动,1932,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00063,冯雪峰被捕事件,冯雪峰被捕事件,1932,年,PLC-00027,前哨,虹口区多伦路,121.485,31.265,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00080,周扬被捕事件,周扬被捕事件,1932,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00243,周立波上海文学沙龙,周立波上海文学沙龙,1932,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00252,埃德加·斯诺与内山完造文学交流,埃德加·斯诺与内山完造文学交流,1932,年,PLC-00007,内山书店,四川北路2050号,121.482,31.251,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00050,夏衍上海文学活动,夏衍上海文学活动,1932,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00051,夏衍在光华书局活动,夏衍在光华书局活动,1932,年,PLC-00012,光华书局,福州路（原四马路）,121.484,31.238,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00049,夏衍在明星影片公司活动,夏衍在明星影片公司活动,1932,年,PLC-00022,明星影片公司,徐家汇路（近枫林桥）,121.467,31.210,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00250,左联新年文学活动,左联新年文学活动,1932,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00220,徐懋庸上海文学活动,徐懋庸上海文学活动,1932,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00219,徐懋庸北新书局文学活动,徐懋庸北新书局文学活动,1932,年,PLC-00064,北新书局,四川北路205号,121.482,31.260,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00223,李辉英上海文学活动,李辉英上海文学活动,1932,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00222,李辉英光华书局文学活动,李辉英光华书局文学活动,1932,年,PLC-00065,光华书局,福州路367号,121.484,31.238,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00233,楼适夷上海文学活动,楼适夷上海文学活动,1932,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00035,楼适夷光华书局文学活动,楼适夷光华书局文学活动,1932,年,PLC-00010,光华书局,福州路465号,121.484,31.238,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00201,沙汀上海文学交流,沙汀上海文学交流,1932,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00200,沙汀光华书局文学活动,沙汀光华书局文学活动,1932,年,PLC-00010,光华书局,福州路465号,121.484,31.238,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00067,潘汉年上海文学活动,潘汉年上海文学活动,1932,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00086,田汉光华书局文学活动,田汉光华书局文学活动,1932,年,PLC-00034,光华书局（四马路）,福州路,121.484,31.238,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00254,白薇上海文学活动,白薇上海文学活动,1932,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00253,白薇在光华书局文学活动,白薇在光华书局文学活动,1932,年,PLC-00010,光华书局,福州路465号,121.484,31.238,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00034,瞿秋白光华书局文学活动,瞿秋白光华书局文学活动,1932,年,PLC-00010,光华书局,福州路465号,121.484,31.238,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00230,穆木天上海会议,穆木天上海会议,1932,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00204,胡风上海文学交流,胡风上海文学交流,1932,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00203,胡风光华书局文学活动,胡风光华书局文学活动,1932,年,PLC-00010,光华书局,福州路465号,121.484,31.238,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00023,茅盾上海文学活动,茅盾上海文学活动,1932,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00214,葛琴上海文学活动,葛琴上海文学活动,1932,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00130,郁达夫上海文学活动,郁达夫上海文学活动,1932,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00129,郁达夫光华书局文学活动,郁达夫光华书局文学活动,1932,年,PLC-00010,光华书局,福州路465号,121.484,31.238,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00251,郭沫若与内山完造文学交流,郭沫若与内山完造文学交流,1932,年,PLC-00007,内山书店,四川北路2050号,121.482,31.251,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00108,中国左翼作家联盟成立大会,左联成立大会,1932-01-01,日,PLC-00044,中华艺术大学教室（原窦乐安路233弄）,上海市虹口区多伦路201弄2号,121.460,31.255,SRC-1118;SRC-1119,公开资料表明左联成立大会于1930年3月2日在中华艺术大学借用教室召开，今址为左联会址纪念馆；原表存在公啡咖啡馆、前哨、复旦大学等冲突地点。；事件年份 1932 晚于人物卒年 1931，且事件命名属于个人活动型事件，无法高置信保留。,high,yes
EVT-00240,上海抗日签名活动,上海抗日签名活动,1933,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00208,吴奚如上海被捕事件,吴奚如上海被捕事件,1933,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00079,周扬被捕事件,周扬被捕事件,1933,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00101,明星影片公司活动,明星影片公司活动,1933,年,PLC-00041,明星影片公司,徐家汇路枫林桥附近,121.467,31.210,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00232,明星影片公司活动,明星影片公司活动,1933,年,PLC-00069,明星影片公司,徐家汇路595号,121.467,31.210,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00271,林焕平上海文学活动,林焕平上海文学活动,1933,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00207,聂绀弩上海被捕事件,聂绀弩上海被捕事件,1933,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00171,胡风被捕事件,胡风被捕事件,1933,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00272,高尔基上海文学活动,高尔基上海文学活动,1933,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00170,殷夫被捕事件,殷夫被捕事件,1933-01-01,日,PLC-00006,上海,上海,121.473,31.230,SRC-0001,事件年份 1933 晚于人物卒年 1931，且事件命名属于个人活动型事件，无法高置信保留。；同名事件存在时间或地点冲突。,high,yes
EVT-00311,萧伯纳访华会,萧伯纳访华会,1933-02-17,日,PLC-00075,孙中山故居,香山路7号,,,SRC-0001,同名事件存在时间或地点冲突。,low,yes
EVT-00312,远东反战会议,远东反战会议,1933-09-30,日,PLC-00076,远东反战大会旧址,霍山路85号,,,SRC-0001,,low,no
EVT-00070,1934年上海文化界抗议活动,1934年上海文化界抗议活动,1934,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00075,《十字街头》文学活动,《十字街头》文学活动,1934,年,PLC-00032,十字街头,四川北路多伦路口,121.485,31.265,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00297,内山书店文学交流会,内山书店文学交流会,1934,年,PLC-00007,内山书店,四川北路2050号,121.482,31.251,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00198,叶紫十字街头抗议活动,叶紫十字街头抗议活动,1934,年,PLC-00032,十字街头,四川北路多伦路口,121.485,31.265,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00033,徐懋庸上海文学活动,徐懋庸上海文学活动,1934,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00029,徐懋庸光华书局文学活动,徐懋庸光华书局文学活动,1934,年,PLC-00010,光华书局,福州路465号,121.484,31.238,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00031,徐懋庸现代书局文学活动,徐懋庸现代书局文学活动,1934,年,PLC-00014,现代书局,福州路465号,121.484,31.238,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00102,现代书局文学活动,现代书局文学活动,1934,年,PLC-00042,现代书局,福州路（原四马路）,121.484,31.238,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00032,瞿秋白上海文学活动,瞿秋白上海文学活动,1934,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00028,瞿秋白光华书局文学活动,瞿秋白光华书局文学活动,1934,年,PLC-00010,光华书局,福州路465号,121.484,31.238,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00030,瞿秋白现代书局文学活动,瞿秋白现代书局文学活动,1934,年,PLC-00014,现代书局,福州路465号,121.484,31.238,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00041,瞿秋白被捕事件,瞿秋白被捕事件,1934,年,PLC-00019,内山完造书店,四川北路2050号,121.482,31.251,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00076,良友图书文学活动,良友图书文学活动,1934,年,PLC-00018,良友图书,北四川路851号,121.482,31.255,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00119,阳翰笙上海签名抗议,阳翰笙上海签名抗议,1934,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00013,鲁迅上海文学活动,鲁迅上海文学活动,1934,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00165,冯铿商务印书馆被捕,冯铿商务印书馆被捕,1934-01-01,日,PLC-00057,商务印书馆,河南路宝山路交叉口,121.480,31.253,SRC-0001,事件年份 1934 晚于人物卒年 1931，且事件命名属于个人活动型事件，无法高置信保留。,high,yes
EVT-00167,冯铿现代书局文学活动,冯铿现代书局文学活动,1934-01-01,日,PLC-00042,现代书局,福州路（原四马路）,121.484,31.238,SRC-0001,事件年份 1934 晚于人物卒年 1931，且事件命名属于个人活动型事件，无法高置信保留。,high,yes
EVT-00166,冯铿被捕事件,冯铿被捕事件,1934-01-01,日,PLC-00006,上海,上海,121.473,31.230,SRC-0001,事件年份 1934 晚于人物卒年 1931，且事件命名属于个人活动型事件，无法高置信保留。；同名事件存在时间或地点冲突。,high,yes
EVT-00145,柔石光华书局文学活动,柔石光华书局文学活动,1934-01-01,日,PLC-00010,光华书局,福州路465号,121.484,31.238,SRC-0001,事件年份 1934 晚于人物卒年 1931，且事件命名属于个人活动型事件，无法高置信保留。；同名事件存在时间或地点冲突。,high,yes
