relation_id,source_person_id,target_person_id,original_relation_type,standard_relation_type,relation_quality_score,relation_risk_level,context,evidence_ref,weight,source_ids,correction_reason,confidence,needs_manual_review,raw_relation_type,llm_suggested_relation_type,final_relation_type,llm_reason,llm_confidence,display_status
REL-00586,ZLH-006,ZLH-150,文学论战,文学论战,45,medium,"普罗文学运动与自我批判 ( 潘汉年 ) 一. (24)；盟所属的支部之一,萧三是常驻国际革命作家联盟的代表。；萧三给左联同志的信1931年1月9日寄自苏",左联词典 第5页; 左联词典 第102页; 左联词典 第126页,4,SRC-0035;SRC-0011;SRC-0756,结构性检测未发现需要自动改写的明确证据。,medium,no,文学论战,文学论战,文学论战,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-00587,ZLH-007,ZLH-004,组织隶属,纪念/悼念,60,high,”左联”成立前后（夏衍）中国左翼作家联盟成立的经过（阳翰笙）,左联回忆录 第699页,1,SRC-0587,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；上下文直接出现纪念/悼念动作,medium,no,组织隶属,纪念/悼念,纪念/悼念,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；上下文直接出现纪念/悼念动作,0.70,formal
REL-00588,ZLH-007,ZLH-008,组织隶属,同属组织,85,critical,"( 阿英 ) 、田汉等都是它的组织者“和积极筹备者,瞿秋日、茅盾、丁玲、周扬等都曾是宁的重要领导人,郭沫若则是东享左联的实际核心。左联是国际革命作家联；论,蒲风、田间、穆木天、杨骚、白薇的诗歌,田汉、洪深、于伶、凌鹄的剧作,夏衍的报告文学,冯雪峰、胡风、周扬、周立波的；要领导干部被捕,中央文化工作委员会5位成员中田汉、阳翰笔、林伯修 ( 杜国库 ) 3位被捕,他和周扬被迫转入地下.由于隐",左联词典 第102页; 左联词典 第104页; 左联词典 第107页; 左联词典 第204页; 左联词典 第301页,5,SRC-0011;SRC-0007;SRC-0012;SRC-0056;SRC-0585,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,low,yes,组织隶属,同属组织,同属组织,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,0.40,formal
REL-00589,ZLH-007,ZLH-009,组织隶属,待核验,100,critical,左联诣生前已从事创作和翻译的柔石、洪灵菲、应修人、潘漠华、郑伯奇、王任叔、阳翰笙、阿英、丁玲、张天翼、冯雪峰、夏衍、周扬、胡风、周立波、穆；街3、冯乃超、钱枪邱、囚汉、郑伯奇、洪灵芸、周全平、蒋光慈、胡也频、柔石、姚蓬子、阳翰笙、茅眉、周扬、周文、朗风、丁玲、,左联词典 第102页; 左联词典 第104页; 左联词典 第107页; 左联词典 第108页; 左联词典 第168页,5,SRC-0011;SRC-0007;SRC-0012;SRC-0039;SRC-0060,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes,组织隶属,同属组织,同属组织,证据明确显示两人均为左联核心领导，且有多处提及。,0.95,formal
REL-00590,ZLH-007,ZLH-010,亲属关系,亲属关系,70,high,"论,蒲风、田间、穆木天、杨骚、白薇的诗歌,田汉、洪深、于伶、凌鹄的剧作,夏衍的报告文学,冯雪峰、胡风、周扬、周立波的；玲、蓬子、金丁、冰莹、周起应( 周扬 )、白薇、洪深、张天鬟.",左联词典 第104页; 左联词典 第204页; 左联词典 第328页; 左联词典 第483页; 左联词典 第563页,5,SRC-0007;SRC-0056;SRC-0591;SRC-0151;SRC-0178,结构性检测未发现需要自动改写的明确证据。,medium,no,亲属关系,亲属关系,亲属关系,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-00591,ZLH-007,ZLH-011,组织隶属,论战,100,critical,"笙、冯乃超、郑伯奇、钱杏邵( 阿英 ) 、田汉等都是它的组织者“和积极筹备者,瞿秋日、茅盾、丁玲、周扬等都曾是宁的重要领；阿英、丁玲、张天翼、冯雪峰、夏衍、周扬、胡风、周立波、穆；话剧。多升吊,周扬、阳翰笨在纪念阿英的文章中指出:“他对",左联词典 第102页; 左联词典 第104页; 左联词典 第241页; 左联词典 第294页; 左联词典 第444页,5,SRC-0011;SRC-0007;SRC-0680;SRC-0272;SRC-0635,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；上下文直接出现论争/批评/论战动作,medium,no,组织隶属,论战,论战,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；上下文直接出现论争/批评/论战动作,0.70,formal
REL-00592,ZLH-007,ZLH-012,组织隶属,同属组织,85,critical,"街3、冯乃超、钱枪邱、囚汉、郑伯奇、洪灵芸、周全平、蒋光慈、胡也频、柔石、姚蓬子、阳翰笙、茅眉、周扬、周文、朗风、丁玲、；郑伯奇、洪灵菲,候补常委周全平、蒋光慈。根据沙汀、任白戈、林淡秋、徐懋庸等的回忆,担任过左联常委的还有茅盾、周扬、",左联词典 第104页; 左联词典 第107页; 左联词典 第108页; 左联词典 第168页; 左联词典 第563页,5,SRC-0007;SRC-0012;SRC-0039;SRC-0060;SRC-0178,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,low,yes,组织隶属,同属组织,同属组织,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,0.40,formal
REL-00593,ZLH-007,ZLH-013,组织隶属,纪念/悼念,60,high,左联”成立五十周年大会上的讲话继承和发扬左翼文化运动的革命传统（周扬）一在纪念”左联”成立五十周年大会上的讲话在纪念”左联”成立五十周年大会上的发言（阳翰笙）,左联回忆录 第699页,1,SRC-0587,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；上下文直接出现纪念/悼念动作,medium,no,组织隶属,纪念/悼念,纪念/悼念,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；上下文直接出现纪念/悼念动作,0.70,formal
REL-00594,ZLH-007,ZLH-014,组织隶属,同属组织,85,critical,"译 ) 、《新俄文学中的男女》( 周起应译 ) 等,为左联的事业贡献了自己的力量。冯乃超 (1901一1983) 左翼；20日创刊.撰稿人有鲁迅、瞿秋白、茅盾、冯乃超、适夷、张天冥、丁玲、冯雪峰、耶林、穆木天、阿英、周起应、阳翰笙等.",左联词典 第102页; 左联词典 第107页; 左联词典 第168页; 左联词典 第490页; 左联词典 第563页,5,SRC-0011;SRC-0012;SRC-0060;SRC-0593;SRC-0178,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,low,yes,组织隶属,同属组织,同属组织,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,0.40,formal
REL-00595,ZLH-007,ZLH-015,交游,交游,25,low,郊达夫、周扬等105人联名在《大晚报》发表中国著作家《欢,左联词典 第204页; 左联词典 第241页; 左联词典 第328页; 左联词典 第483页; 左联词典 第563页,5,SRC-0056;SRC-0680;SRC-0591;SRC-0151;SRC-0178,结构性检测未发现需要自动改写的明确证据。,medium,no,交游,交游,交游,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-00596,ZLH-007,ZLH-016,组织隶属,合作,85,critical,胡也频、柔石、姚蓬子、阳翰笙、茅眉、周扬、周文、朗风、丁玲、,左联词典 第104页; 左联词典 第107页; 左联词典 第294页; 左联词典 第321页; 左联词典 第328页,5,SRC-0007;SRC-0012;SRC-0272;SRC-0598;SRC-0591,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；上下文直接出现联名/共同编辑/合作动作,medium,no,组织隶属,合作,合作,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；上下文直接出现联名/共同编辑/合作动作,0.70,formal
REL-00597,ZLH-007,ZLH-017,组织隶属,待核验,120,critical,胡也频、柔石、姚蓬子、阳翰笙、茅眉、周扬、周文、朗风、丁玲、,左联词典 第104页; 左联词典 第107页; 左联词典 第168页; 左联词典 第286页; 左联词典 第321页,5,SRC-0007;SRC-0012;SRC-0060;SRC-0775;SRC-0598,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；存在明显OCR噪声；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes,组织隶属,同属组织,同属组织,证据明确显示两人均为左联成员，且有多处提及。,0.95,formal
REL-00598,ZLH-007,ZLH-018,组织隶属,待核验,100,critical,"夏衍、周扬、胡风、周立波、穆木天、杨骚、白薇等,又培养了；柔石、殷夫、冯铿等中国左翼作家惨遭国民党反动派杀害,萧三；夫、冯铿、冯宪章、刘一梦、彭家煌、天虑、名紫、东平 ( 以上",左联词典 第104页; 左联词典 第321页; 左联词典 第563页,4,SRC-0007;SRC-0598;SRC-0178,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes,组织隶属,同属组织,同属组织,证据显示两人均为左联成员，且有多处提及。,0.9,formal
REL-00599,ZLH-007,ZLH-019,组织隶属,待核验,100,critical,"柔石、殷夫、冯铿等中国左翼作家惨遭国民党反动派杀害,萧三；辟》等小说,与张天翼、沙汀、左联研究资料简介艾芜、李辉英、葛琴的创作同被周扬誉为“有意义的新鲜作品“",左联词典 第321页; 左联词典 第633页,3,SRC-0598;SRC-0776,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes,组织隶属,同属组织,同属组织,证据表明两人均为左联成员，但无其他具体互动信息。,0.9,review
REL-00600,ZLH-007,ZLH-020,组织隶属,同属组织,85,critical,"运动的长篇报告,受到热烈欢迎。大会结束后,即任左联常驻莫斯科国际革命作家联盟代表。1931年2月,李伟森、胡也频、",左联词典 第321页,1,SRC-0598,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,low,yes,组织隶属,同属组织,同属组织,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,0.40,formal
REL-00601,ZLH-007,ZLH-021,组织隶属,纪念/悼念,60,high,关于左联的片断回忆（丁玲）记”左联”的两个刊物（楼适夷）,左联回忆录 第699页,1,SRC-0587,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；上下文直接出现纪念/悼念动作,medium,no,组织隶属,纪念/悼念,纪念/悼念,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；上下文直接出现纪念/悼念动作,0.70,formal
REL-00602,ZLH-007,ZLH-022,亲属关系,亲属关系,70,high,阿英、丁玲、张天翼、冯雪峰、夏衍、周扬、胡风、周立波、穆,左联词典 第104页; 左联词典 第198页; 左联词典 第429页; 左联词典 第484页; 左联词典 第490页,5,SRC-0007;SRC-0134;SRC-0687;SRC-0634;SRC-0593,结构性检测未发现需要自动改写的明确证据。,medium,no,亲属关系,亲属关系,亲属关系,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-00603,ZLH-007,ZLH-023,文学论战,文学论战,25,low,"奎光、汪金丁、鲁迅、苟盾、周扬、胡风、任钧、沙汀、杨骚叶紫、何家槐、艾芜、欧阳山、吴奚如等也参加过委员会。马克思主义理论研究委员会；国左翼作家联盟,1934年任左联宣传部干事.经周扬介绍结识鲁迅,常为左联刊物向先生约稿,也曾代叶紫到鲁迅处取回修；戴平万、叶紫、沙汀、黄俞、杨骚、梅雨、张庚、茅眉、周扬、",左联词典 第104页; 左联词典 第109页; 左联词典 第282页; 左联词典 第359页; 左联词典 第487页,5,SRC-0007;SRC-0135;SRC-0734;SRC-0602;SRC-0181,结构性检测未发现需要自动改写的明确证据。,medium,no,文学论战,文学论战,文学论战,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-00604,ZLH-007,ZLH-024,组织隶属,纪念/悼念,60,high,三十年代的一幅剪影（艾芜）一我参加左联前前后后的情形,左联回忆录 第699页,1,SRC-0587,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；上下文直接出现纪念/悼念动作,medium,no,组织隶属,纪念/悼念,纪念/悼念,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；上下文直接出现纪念/悼念动作,0.70,formal
REL-00605,ZLH-007,ZLH-025,组织隶属,纪念/悼念,60,high,继承和发扬左翼文化运动的革命传统（周扬）一在纪念”左联”成立五十周,左联回忆录 第699页,1,SRC-0587,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；上下文直接出现纪念/悼念动作,medium,no,组织隶属,纪念/悼念,纪念/悼念,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；上下文直接出现纪念/悼念动作,0.70,formal
REL-00606,ZLH-007,ZLH-026,交游,交游,25,low,"夏衍、周扬、胡风、周立波、穆木天、杨骚、白薇等,又培养了；过左联常委的还有茅盾、周扬、彭慧、沙汀、胡风、周文、任白；奎光、汪金丁、鲁迅、苟盾、周扬、胡风、任钧、沙汀、杨骚叶紫、何家槐、艾芜、欧阳山、吴奚如等也参加过委员会。",左联词典 第104页; 左联词典 第108页; 左联词典 第109页; 左联词典 第114页; 左联词典 第282页,5,SRC-0007;SRC-0039;SRC-0135;SRC-0141;SRC-0734,结构性检测未发现需要自动改写的明确证据。,medium,no,交游,交游,交游,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-00607,ZLH-007,ZLH-027,签名联署,签名联署,25,low,"( 萧军 )、《生死场》( 萧红 ) 、《没；郊达夫、周扬等105人联名在《大晚报》发表中国著作家《欢；胡风、萧军、萧红等团结在鲁迅周围的作家,或受鲁迅影响的许",左联词典 第272页; 左联词典 第328页; 左联词典 第537页,4,SRC-0605;SRC-0591;SRC-0609,结构性检测未发现需要自动改写的明确证据。,medium,no,签名联署,签名联署,签名联署,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-00608,ZLH-007,ZLH-028,签名联署,签名联署,25,low,"( 萧军 )、《生死场》( 萧红 ) 、《没；胡风、萧军、萧红等团结在鲁迅周围的作家,或受鲁迅影响的许",左联词典 第272页; 左联词典 第537页,3,SRC-0605;SRC-0609,结构性检测未发现需要自动改写的明确证据。,medium,no,签名联署,签名联署,签名联署,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-00609,ZLH-007,ZLH-029,交游,交游,25,low,"眉、周扬、夏征农、周而复、任邓签名支持推行“二头孕“,是门戈、徐椿庸、胡风、艾芜、沙 -- 份重要的历史文献。共出6江、易绀弩、白薇、欧阳山、草期,明、周文、旨紫、荒煤、登如、",左联词典 第104页; 左联词典 第282页; 左联词典 第486页; 左联词典 第490页; 左联词典 第506页,5,SRC-0007;SRC-0734;SRC-0173;SRC-0593;SRC-0777,结构性检测未发现需要自动改写的明确证据。,medium,no,交游,交游,交游,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-00610,ZLH-007,ZLH-030,文学论战,文学论战,25,low,"风、周扬、夏衍、茅盾、石夫( 伍石夫 )、鲁迅、龙贡公 ( 欧阳山》、绀訾 ( 聂绀弹 )、奚如 ( 吴奚如 )、郑伯奇、关露、张天翼、郭沫若、辛人 ( 陈辛仁 )、荒煤、；万龙 ),李辉英、端木蕻良 ( 以上马踹疾 ),周扬 ( 张大明 ),蒲风、何家槐 ( 以上潘颂德 ),欧阳 H ( 吴锡河,吴奚如 ( 叶中",左联词典 第109页; 左联词典 第282页; 左联词典 第537页; 左联词典 第563页; 左联词典 第678页,5,SRC-0135;SRC-0734;SRC-0609;SRC-0178;SRC-0778,结构性检测未发现需要自动改写的明确证据。,medium,no,文学论战,文学论战,文学论战,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-00611,ZLH-007,ZLH-031,组织隶属,合作,85,critical,"夏衍、周扬、胡风、周立波、穆木天、杨骚、白薇等,又培养了；现阶段的文学“论文.周扬作,载《光明》1936年6月25；玲、蓬子、金丁、冰莹、周起应( 周扬 )、白薇、洪深、张天鬟.",左联词典 第104页; 左联词典 第429页; 左联词典 第483页; 左联词典 第490页; 左联词典 第563页,5,SRC-0007;SRC-0687;SRC-0151;SRC-0593;SRC-0178,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；上下文直接出现联名/共同编辑/合作动作,medium,no,组织隶属,合作,合作,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；上下文直接出现联名/共同编辑/合作动作,0.70,formal
REL-00612,ZLH-007,ZLH-032,交游,交游,25,low,"林淡秋、徐懋庸等的回忆,担任过左联常委的还有茅盾、周扬、",左联词典 第104页; 左联词典 第108页; 左联词典 第109页; 左联词典 第173页; 左联词典 第198页,5,SRC-0007;SRC-0039;SRC-0135;SRC-0153;SRC-0134,结构性检测未发现需要自动改写的明确证据。,medium,no,交游,交游,交游,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-00613,ZLH-007,ZLH-034,组织隶属,同属组织,85,critical,"译 ) 、《新俄文学中的男女》( 周起应译 ) 等,为左联的事业贡献了自己的力量。",左联词典 第168页,1,SRC-0060,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,low,yes,组织隶属,同属组织,同属组织,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,0.40,formal
REL-00614,ZLH-007,ZLH-035,交游,交游,25,low,胡也频、柔石、姚蓬子、阳翰笙、茅眉、周扬、周文、朗风、丁玲、楼适夷、华蒂 ( 叶以群 )、李辉英、汪金厂沙汀、艾草、夏征,左联词典 第104页; 左联词典 第107页; 左联词典 第429页; 左联词典 第483页; 左联词典 第486页,5,SRC-0007;SRC-0012;SRC-0687;SRC-0151;SRC-0173,结构性检测未发现需要自动改写的明确证据。,medium,no,交游,交游,交游,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-00615,ZLH-007,ZLH-036,组织隶属,合作,105,critical,"夏衍、周扬、胡风、周立波、穆木天、杨骚、白薇等,又培养了；集》 ( 沈端先译 ) ,、《林房雄集 )( 林伯修译 ) 、《初恪 〗 ( 穆木天译 ) 、《新俄文学中的男女》( 周起应译 ) 等,为左联的事业贡献；冥、丁玲、冯雪峰、耶林、穆木天、阿英、周起应、阳翰笙等.发表过《我们不再受骗了》( 鲁",左联词典 第104页; 左联词典 第168页; 左联词典 第483页; 左联词典 第490页; 左联词典 第563页,5,SRC-0007;SRC-0060;SRC-0151;SRC-0593;SRC-0178,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；存在明显OCR噪声；上下文直接出现联名/共同编辑/合作动作,medium,no,组织隶属,合作,合作,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；存在明显OCR噪声；上下文直接出现联名/共同编辑/合作动作,0.70,formal
REL-00616,ZLH-007,ZLH-037,组织隶属,纪念/悼念,60,high,记”左联”的两个刊物（楼适夷）我为”左联”在国外作了些什么？（萧三）,左联回忆录 第699页,1,SRC-0587,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；上下文直接出现纪念/悼念动作,medium,no,组织隶属,纪念/悼念,纪念/悼念,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；上下文直接出现纪念/悼念动作,0.70,formal
REL-00617,ZLH-007,ZLH-038,组织隶属,待核验,75,high,"题论文。陈荒煤作,载《文学评论》1978年5期。分析“国防",左联词典 第531页,1,SRC-0612,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes,组织隶属,同属组织,同属组织,证据仅显示两人均为左联成员，无其他具体互动信息。,0.8,review
REL-00618,ZLH-007,ZLH-039,交游,交游,25,low,"奎光、汪金丁、鲁迅、苟盾、周扬、胡风、任钧、沙汀、杨骚叶紫、何家槐、艾芜、欧阳山、吴奚如等也参加过委员会。马克思主义理论研究委员会；眉、周扬、夏征农、周而复、任邓签名支持推行“二头孕“,是门戈、徐椿庸、胡风、艾芜、沙 -- 份重要的历史文献。共出6江、易绀弩、白薇、欧阳山、草期,明、周文、旨紫、荒煤、登如、；伶、徐懋庸、式加 ( 王尧山、腐风、周扬、夏衍、茅盾、石夫( 伍石夫 )、鲁迅、龙贡公 ( 欧阳山》、绀訾 ( 聂绀弹 )、奚如 ( 吴",左联词典 第104页; 左联词典 第109页; 左联词典 第490页; 左联词典 第506页; 左联词典 第537页,5,SRC-0007;SRC-0135;SRC-0593;SRC-0777;SRC-0609,结构性检测未发现需要自动改写的明确证据。,medium,no,交游,交游,交游,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-00619,ZLH-007,ZLH-042,组织隶属,合作,85,critical,"见》,集中发表了荒煤、征农、艾芜、魏金枝、罗烽、林娜、舒群、戴平万、叶紫、沙汀、黄俞、杨骚、梅雨、张庚、茅眉、周扬、",左联词典 第104页; 左联词典 第483页; 左联词典 第487页; 左联词典 第537页; 左联词典 第563页,5,SRC-0007;SRC-0151;SRC-0181;SRC-0609;SRC-0178,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；上下文直接出现联名/共同编辑/合作动作,medium,no,组织隶属,合作,合作,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；上下文直接出现联名/共同编辑/合作动作,0.70,formal
REL-00620,ZLH-007,ZLH-043,交游,交游,25,low,"万龙 ),李辉英、端木蕻良 ( 以上马踹疾 ),周扬 ( 张大明 ),蒲",左联词典 第104页; 左联词典 第560页; 左联词典 第563页,4,SRC-0007;SRC-0694;SRC-0178,结构性检测未发现需要自动改写的明确证据。,medium,no,交游,交游,交游,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-00621,ZLH-007,ZLH-045,交游,交游,25,low,"夏衍、周扬、胡风、周立波、穆木天、杨骚、白薇等,又培养了",左联词典 第104页; 左联词典 第108页; 左联词典 第109页; 左联词典 第272页; 左联词典 第429页,5,SRC-0007;SRC-0039;SRC-0135;SRC-0605;SRC-0687,结构性检测未发现需要自动改写的明确证据。,medium,no,交游,交游,交游,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-00622,ZLH-007,ZLH-046,交游,交游,0,low,"去一信,谈有关事宜,19日,鲁迅收到葛琴第二封来信,又立即回信,约请她次日下午去内山书店见面,葛琴约了邵荃麟、周起应 ( 周扬 ) 、魏猛克几位友人一同去内山书店拜访鲁迅,先生邃大家去马路",左联史 第504页,1,SRC-0779,结构性检测未发现需要自动改写的明确证据。,medium,no,交游,交游,交游,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-00623,ZLH-007,ZLH-047,交游,交游,25,low,"林淡秋、徐懋庸等的回忆,担任过左联常委的还有茅盾、周扬、",左联词典 第108页,1,SRC-0039,结构性检测未发现需要自动改写的明确证据。,medium,no,交游,交游,交游,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-00624,ZLH-007,ZLH-048,组织隶属,同属组织,85,critical,左联诣生前已从事创作和翻译的柔石、洪灵菲、应修人、潘漠华、郑伯奇、王任叔、阳翰笙、阿英、丁玲、张天翼、冯雪峰、夏衍、周扬、胡风、周立波、穆,左联词典 第102页; 左联词典 第104页; 左联词典 第486页; 左联词典 第563页,5,SRC-0011;SRC-0007;SRC-0173;SRC-0178,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,low,yes,组织隶属,同属组织,同属组织,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,0.40,formal
REL-00625,ZLH-007,ZLH-050,组织隶属,同属组织,85,critical,"分盟的成员先后约有400人,除上述左联领导人及重要干部外,据不完全统计,盟员还有 ( 按姓氏笔划排列 ):丁锐爪、于伶.于黑丁、马宁、马加、马子华、马",左联词典 第102页,1,SRC-0011,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,low,yes,组织隶属,同属组织,同属组织,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,0.40,formal
REL-00626,ZLH-007,ZLH-053,签名联署,签名联署,25,low,黄源以200元从现代书局赎回瞿秋白两部译稿《高尔基论文,左联词典 第328页,1,SRC-0591,结构性检测未发现需要自动改写的明确证据。,medium,no,签名联署,签名联署,签名联署,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-00627,ZLH-007,ZLH-054,组织隶属,合作,60,high,玲、蓬子、金丁、冰莹、周起应( 周扬 )、白薇、洪深、张天鬟.许幸之、田汉、沈端先 ( 夏衍 )、,左联词典 第483页,1,SRC-0151,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；上下文直接出现联名/共同编辑/合作动作,medium,no,组织隶属,合作,合作,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；上下文直接出现联名/共同编辑/合作动作,0.70,formal
REL-00628,ZLH-007,ZLH-055,组织隶属,待核验,100,critical,陈子展、唐纳、程步高、郑君里、蔡楚生、赵景深、应云卫等。,左联史 第424页,1,SRC-0700,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes,组织隶属,同属组织,同属组织,证据表明两人均为左联成员，但无其他具体互动信息。,0.8,review
REL-00629,ZLH-007,ZLH-058,组织隶属,同属组织,85,critical,"丁玲、周扬等都曾是宁的重要领导人,郭沫若则是东享左联的实；号》( 周扬 )、《国防.污池,炼狱》( 郭沫若 ) 、《文艺界联合问；手头字缘起》,鱼迅、郭沫若、茅“方之中、关露、田间等视翼作家眉、周扬、夏征农、周而复、任邓签名支持推行“二头孕“,是",左联词典 第102页; 左联词典 第114页; 左联词典 第168页; 左联词典 第486页; 左联词典 第506页,5,SRC-0011;SRC-0141;SRC-0060;SRC-0173;SRC-0777,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,low,yes,组织隶属,同属组织,同属组织,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,0.40,formal
